Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:16:29:45.288,61,0.0077444268,0.0000000000,0.0256351084,0.0000000000,0.0514162146,0.1847290397,0.0000000000,0.0076362821,0.0000000000,0.0000000000,0.0000000000,0.0517593324,0.1851799041,0.0000000000,0.0171185657,0.1003420353,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0627369583,0.0000000000,0.2862145007,0.2139465511,0.0000000000,0.0000000000,0.0506636314,0.0396381654,0.0991826579,0.0310277585,0.0338355936,0.0033764988,0.0278533213,0.0183755700,0.0102831665,0.0072430675,0.1546002775,0.0572513863,0.0628593788,0.0209730249,0.0299480949,0.0261600707,0.0061985506,0.0000000000,0.0000000000,0.0017282430,0.1521147937,0.1444362998,0.0675528571,0.0404506698,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0149333477,-0.0205625333,-0.0002557926,0.0137254074,-0.0205613412,-0.0022887047
19:16:29:46.290,61,0.0081547368,0.0000000000,0.0238668602,0.0000000000,0.0539526120,0.1845322996,0.0000000000,0.0080374684,0.0000000000,0.0000000000,0.0000000000,0.0542908013,0.1849705279,0.0000000000,0.0170313641,0.0991806611,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0625986978,0.0000000000,0.2859227955,0.2134742886,0.0000000000,0.0000000000,0.0506692529,0.0396490321,0.0991192758,0.0313729979,0.0342057087,0.0033459929,0.0281887390,0.0185734034,0.0103011271,0.0072738403,0.1530325413,0.0559600070,0.0627383590,0.0209265929,0.0282650907,0.0245047472,0.0066270651,0.0000000000,0.0000000000,0.0017293786,0.1522284001,0.1444274932,0.0688988492,0.0413478687,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0142689273,-0.0215695202,-0.0001996708,0.0127686262,-0.0215686709,-0.0023172782
19:16:29:47.291,61,0.0084187416,0.0000000000,0.0238894317,0.0000000000,0.0529241599,0.1839782447,0.0000000000,0.0082968958,0.0000000000,0.0000000000,0.0000000000,0.0532588512,0.1844089329,0.0000000000,0.0168263000,0.0991083384,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0629084334,0.0000000000,0.2858313322,0.2128620744,0.0000000000,0.0000000000,0.0506482050,0.0395561494,0.0995881110,0.0317468010,0.0345457159,0.0032815847,0.0285087302,0.0187244583,0.0102842571,0.0072620702,0.1522360146,0.0547057241,0.0626554266,0.0206898022,0.0264300406,0.0225260984,0.0070634349,0.0000000000,0.0000000000,0.0017275746,0.1521505117,0.1441416740,0.0694219470,0.0416896194,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143438075,-0.0211592056,-0.0002109323,0.0127828494,-0.0211583376,-0.0022834088
19:16:29:48.293,61,0.0087792166,0.0000000000,0.0241590329,0.0000000000,0.0531137250,0.1843851209,0.0000000000,0.0086492356,0.0000000000,0.0000000000,0.0000000000,0.0534513108,0.1848063767,0.0000000000,0.0166220721,0.0992564186,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0633540601,0.0000000000,0.2859908342,0.2123340666,0.0000000000,0.0000000000,0.0506325625,0.0394293927,0.1001195163,0.0320640914,0.0349081159,0.0032181020,0.0288840402,0.0189074129,0.0102915438,0.0072592967,0.1516538262,0.0535599031,0.0626448616,0.0204422642,0.0259442162,0.0219604988,0.0075835632,0.0000000000,0.0000000000,0.0017273339,0.1526389271,0.1442779452,0.0702292249,0.0422748066,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0144518614,-0.0212356113,-0.0002161801,0.0129275694,-0.0212347209,-0.0022985395
19:16:29:49.295,61,0.0093978085,0.0000000000,0.0245280229,0.0000000000,0.0518833809,0.1851103753,0.0000000000,0.0092473235,0.0000000000,0.0000000000,0.0000000000,0.0522194058,0.1855167747,0.0000000000,0.0164731052,0.0994027853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0638180301,0.0000000000,0.2862301171,0.2118349820,0.0000000000,0.0000000000,0.0506523252,0.0393158793,0.1006289572,0.0323705524,0.0352103710,0.0031368239,0.0292326640,0.0190989915,0.0103406375,0.0072932560,0.1511232257,0.0524753965,0.0627351478,0.0202422086,0.0260755215,0.0220155623,0.0081672417,0.0000000000,0.0000000000,0.0017419999,0.1533773541,0.1445395648,0.0706987306,0.0425115563,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145869870,-0.0207457580,-0.0002322261,0.0131286606,-0.0207447559,-0.0022689500
19:16:29:50.297,61,0.0099521363,0.0000000000,0.0245887842,0.0000000000,0.0516806506,0.1859822273,0.0000000000,0.0097842142,0.0000000000,0.0000000000,0.0000000000,0.0520163588,0.1863784641,0.0000000000,0.0163028594,0.0995982587,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0641491115,0.0000000000,0.2863883674,0.2115097195,0.0000000000,0.0000000000,0.0505171157,0.0390975997,0.1009348556,0.0324843116,0.0356063992,0.0030665989,0.0295437779,0.0192279723,0.0103735607,0.0073184120,0.1501427144,0.0511375889,0.0625684932,0.0199324526,0.0260769892,0.0219634827,0.0096249171,0.0000000000,0.0000000000,0.0017656405,0.1547972560,0.1451535970,0.0708905384,0.0425734855,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145238563,-0.0206651017,-0.0002297672,0.0131617561,-0.0206640288,-0.0022640536
19:16:29:51.298,61,0.0101985596,0.0000000000,0.0256511476,0.0000000000,0.0524252579,0.1860161126,0.0000000000,0.0100250486,0.0000000000,0.0000000000,0.0000000000,0.0527724400,0.1864087880,0.0000000000,0.0160819925,0.0999606028,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0644961819,0.0000000000,0.2865530550,0.2112588733,0.0000000000,0.0000000000,0.0503230430,0.0388471708,0.1012451798,0.0325371437,0.0358870812,0.0029818546,0.0297424793,0.0192606766,0.0103665665,0.0073104072,0.1494329423,0.0499865487,0.0623715147,0.0195943564,0.0263784751,0.0222332142,0.0104200644,0.0000000000,0.0000000000,0.0017852266,0.1553115696,0.1453525424,0.0707359463,0.0423346758,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0150933070,-0.0209651217,-0.0002590082,0.0137320161,-0.0209640898,-0.0023235604
19:16:29:52.300,61,0.0107063977,0.0000000000,0.0254500918,0.0000000000,0.0503548793,0.1855651140,0.0000000000,0.0105160028,0.0000000000,0.0000000000,0.0000000000,0.0506926887,0.1859555542,0.0000000000,0.0158754438,0.1000913680,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0647879019,0.0000000000,0.2867927849,0.2110882699,0.0000000000,0.0000000000,0.0502112620,0.0386995226,0.1012447774,0.0324487202,0.0360013209,0.0029216059,0.0298378319,0.0192455892,0.0103829205,0.0073267794,0.1491858214,0.0494033657,0.0622788370,0.0193430968,0.0261420496,0.0219823737,0.0110450033,0.0000000000,0.0000000000,0.0018066667,0.1554662287,0.1452383250,0.0704673082,0.0420298167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0149838142,-0.0201384611,-0.0002654784,0.0136279911,-0.0201373026,-0.0022466937
19:16:29:53.301,61,0.0111812763,0.0000000000,0.0254059434,0.0000000000,0.0507113598,0.1855251044,0.0000000000,0.0109755052,0.0000000000,0.0000000000,0.0000000000,0.0510501191,0.1859118193,0.0000000000,0.0157038644,0.1003456861,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0650220960,0.0000000000,0.2869063020,0.2108662128,0.0000000000,0.0000000000,0.0501677282,0.0386042781,0.1014788449,0.0324965306,0.0363069251,0.0028893030,0.0299755912,0.0192217343,0.0104099363,0.0073543312,0.1485012174,0.0484064929,0.0619548224,0.0189564861,0.0261965524,0.0220164154,0.0115327286,0.0000000000,0.0000000000,0.0018335037,0.1556338221,0.1451998800,0.0703429133,0.0418610573,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0149681345,-0.0202805661,-0.0002623104,0.0136035085,-0.0202794373,-0.0022573988
19:16:29:54.303,61,0.0115282666,0.0000000000,0.0262825619,0.0000000000,0.0489140712,0.1851247698,0.0000000000,0.0113126701,0.0000000000,0.0000000000,0.0000000000,0.0492530912,0.1855064034,0.0000000000,0.0155658983,0.1007297784,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0653152317,0.0000000000,0.2868913412,0.2104491442,0.0000000000,0.0000000000,0.0501529351,0.0385146737,0.1019262448,0.0326971598,0.0365400165,0.0028471169,0.0300679263,0.0192013867,0.0104140919,0.0073520588,0.1484405696,0.0479151085,0.0618012957,0.0186749902,0.0263287555,0.0221122913,0.0121890111,0.0000000000,0.0000000000,0.0018483632,0.1559972316,0.1453581303,0.0703221485,0.0417983532,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152559178,-0.0195659250,-0.0002904171,0.0140789151,-0.0195645578,-0.0022239992
19:16:29:55.304,61,0.0117425490,0.0000000000,0.0261474159,0.0000000000,0.0495086648,0.1845266372,0.0000000000,0.0115222940,0.0000000000,0.0000000000,0.0000000000,0.0498489328,0.1849044114,0.0000000000,0.0154618090,0.1005696356,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0653283000,0.0000000000,0.2868748903,0.2103416473,0.0000000000,0.0000000000,0.0501026548,0.0384828001,0.1019340008,0.0328265689,0.0366082378,0.0028423804,0.0301105231,0.0191810969,0.0103845187,0.0073275971,0.1484517604,0.0479250513,0.0617006533,0.0185744781,0.0233714338,0.0192615706,0.0121852010,0.0000000000,0.0000000000,0.0018333989,0.1558793783,0.1451938152,0.0705496147,0.0420644134,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153105827,-0.0198027417,-0.0002899604,0.0140049756,-0.0198014788,-0.0022400310
19:16:29:56.306,61,0.0122153694,0.0000000000,0.0269765109,0.0000000000,0.0489662811,0.1847984195,0.0000000000,0.0119777163,0.0000000000,0.0000000000,0.0000000000,0.0493111126,0.1851679236,0.0000000000,0.0153166717,0.1005136669,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0654230416,0.0000000000,0.2869332731,0.2101778686,0.0000000000,0.0000000000,0.0500675775,0.0384330153,0.1020883322,0.0329990461,0.0367592871,0.0028311184,0.0302280653,0.0191992242,0.0104048094,0.0073413346,0.1479320079,0.0473103225,0.0615342893,0.0183734912,0.0228124056,0.0187024567,0.0122187044,0.0000000000,0.0000000000,0.0018376715,0.1560814977,0.1452176273,0.0707719699,0.0422374867,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157251842,-0.0195885748,-0.0003175260,0.0144523382,-0.0195872709,-0.0022476995
19:16:29:57.308,61,0.0127876010,0.0000000000,0.0265491586,0.0000000000,0.0487920530,0.1851419955,0.0000000000,0.0125264768,0.0000000000,0.0000000000,0.0000000000,0.0491327643,0.1855063587,0.0000000000,0.0151878586,0.1002180949,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0653703660,0.0000000000,0.2869683206,0.2101249397,0.0000000000,0.0000000000,0.0499399789,0.0383385457,0.1019633561,0.0330672823,0.0368359238,0.0028251505,0.0301881563,0.0191043802,0.0104130441,0.0073538683,0.1475457847,0.0470627435,0.0612093210,0.0181195755,0.0227519386,0.0186497141,0.0123404637,0.0000000000,0.0000000000,0.0018414021,0.1560824662,0.1450752020,0.0705280080,0.0420303978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154265324,-0.0195179358,-0.0003011318,0.0142226592,-0.0195165798,-0.0022282391
19:16:29:58.309,61,0.0131555740,0.0000000000,0.0264332071,0.0000000000,0.0472042449,0.1849015951,0.0000000000,0.0128817698,0.0000000000,0.0000000000,0.0000000000,0.0475379005,0.1852576584,0.0000000000,0.0150676295,0.0997313708,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0653227568,0.0000000000,0.2871083319,0.2101151645,0.0000000000,0.0000000000,0.0497965738,0.0382202119,0.1017566472,0.0331297219,0.0369765908,0.0028012167,0.0302179400,0.0190446451,0.0103874616,0.0073433677,0.1471047252,0.0467362478,0.0609323978,0.0179004669,0.0234342217,0.0193437152,0.0126157971,0.0000000000,0.0000000000,0.0018366009,0.1562214941,0.1450133622,0.0705530122,0.0420620032,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151869711,-0.0188841484,-0.0002969886,0.0141633749,-0.0188825801,-0.0021702722
19:16:29:59.311,61,0.0135962153,0.0000000000,0.0268677194,0.0000000000,0.0468891151,0.1852316856,0.0000000000,0.0133055784,0.0000000000,0.0000000000,0.0000000000,0.0472251140,0.1855753958,0.0000000000,0.0149316462,0.0994541645,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0654562339,0.0000000000,0.2873389125,0.2099986374,0.0000000000,0.0000000000,0.0498204231,0.0382046439,0.1020620614,0.0335103869,0.0372680165,0.0027823290,0.0304934196,0.0191412233,0.0104001872,0.0073603028,0.1462288499,0.0456946678,0.0607196428,0.0176394098,0.0230504405,0.0189334117,0.0126879495,0.0000000000,0.0000000000,0.0018419733,0.1565466523,0.1450327188,0.0710415691,0.0424208231,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154649755,-0.0187595561,-0.0003149628,0.0143978968,-0.0187579729,-0.0021730224
19:16:30:00.313,61,0.0139228245,0.0000000000,0.0262470748,0.0000000000,0.0473098271,0.1855714023,0.0000000000,0.0136210248,0.0000000000,0.0000000000,0.0000000000,0.0476425104,0.1859024763,0.0000000000,0.0147911496,0.0990961120,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0655907840,0.0000000000,0.2874665856,0.2097911090,0.0000000000,0.0000000000,0.0497964732,0.0381481908,0.1020938158,0.0336265564,0.0375927649,0.0028084470,0.0307528805,0.0191864613,0.0104195187,0.0073858406,0.1445664316,0.0433434956,0.0603291765,0.0172436964,0.0224171169,0.0182738304,0.0125485156,0.0000000000,0.0000000000,0.0018611460,0.1567931026,0.1449869871,0.0714820027,0.0427068658,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152047826,-0.0189257152,-0.0002973723,0.0140629932,-0.0189242251,-0.0021680738
19:16:30:01.314,61,0.0143165672,0.0000000000,0.0262219366,0.0000000000,0.0460174419,0.1857993603,0.0000000000,0.0139995394,0.0000000000,0.0000000000,0.0000000000,0.0463450588,0.1861209422,0.0000000000,0.0146233933,0.0992286801,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0659986213,0.0000000000,0.2879661024,0.2097161859,0.0000000000,0.0000000000,0.0498511828,0.0381139256,0.1022738442,0.0336081274,0.0378581025,0.0027926462,0.0311061554,0.0193605199,0.0104497503,0.0074095693,0.1437750608,0.0419189408,0.0603306293,0.0170216430,0.0225521158,0.0183545090,0.0123777771,0.0000000000,0.0000000000,0.0018772194,0.1573527902,0.1451681554,0.0720542222,0.0430591144,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152013991,-0.0184099413,-0.0003051910,0.0140519887,-0.0184083767,-0.0021231417
19:16:30:02.316,61,0.0148174977,0.0000000000,0.0261594541,0.0000000000,0.0461003631,0.1862712801,0.0000000000,0.0144780735,0.0000000000,0.0000000000,0.0000000000,0.0464277640,0.1865859479,0.0000000000,0.0145298950,0.0995360464,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0664784163,0.0000000000,0.2885037065,0.2095827758,0.0000000000,0.0000000000,0.0499958098,0.0381506793,0.1024942771,0.0335596241,0.0381234922,0.0028058989,0.0314443260,0.0195473097,0.0105073322,0.0074488255,0.1434674114,0.0410006493,0.0605022237,0.0168826208,0.0227599405,0.0184965488,0.0121317059,0.0000000000,0.0000000000,0.0018957643,0.1582413167,0.1455890685,0.0727484003,0.0434994921,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151383532,-0.0184428692,-0.0003010627,0.0140181929,-0.0184413008,-0.0021240395
19:16:30:03.317,61,0.0151691251,0.0000000000,0.0253309496,0.0000000000,0.0461944975,0.1869679540,0.0000000000,0.0148157766,0.0000000000,0.0000000000,0.0000000000,0.0465157330,0.1872728914,0.0000000000,0.0144985551,0.0995997265,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0667077824,0.0000000000,0.2888545096,0.2095358372,0.0000000000,0.0000000000,0.0501664393,0.0382458083,0.1026157141,0.0335710235,0.0383885242,0.0028317263,0.0317450278,0.0197263192,0.0105697056,0.0075023319,0.1430277973,0.0403327756,0.0605704412,0.0167925339,0.0240875278,0.0197303463,0.0120174875,0.0000000000,0.0000000000,0.0019140561,0.1588776410,0.1459402889,0.0735820755,0.0441337004,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146607850,-0.0184782781,-0.0002730970,0.0135720372,-0.0184766948,-0.0021015871
