Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
14:58:02:54.658,61,0.0000000000,0.0143989362,0.0000000000,0.0000000000,0.0000000000,0.0005946523,0.0017793996,0.0000000000,0.0143765630,0.0050916150,0.0000000000,0.0000000000,0.0006056445,0.0018632039,0.0005295228,0.0000000000,0.0030822759,0.0061311121,0.0138196116,0.0052888501,0.0172118209,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0164726339,0.0200560223,0.0000000000,0.0000000000,0.0115293860,0.0160407200,0.0019851276,0.0002506021,0.0027414020,0.0008527605,0.0000812940,0.0000000000,0.0041341623,0.0069948547,0.0009044255,0.0006763911,0.0000000000,0.0000000000,0.0436676703,0.0415881202,0.0415838361,0.0000000000,0.0054346775,0.0060712146,0.0167873129,0.0138944909,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0028641745,0.0074845999,-0.0005848696,-0.0013242327,0.0074880421,0.0003428529
14:58:02:55.660,61,0.0000000000,0.0145946620,0.0000000000,0.0000000000,0.0000000000,0.0005047988,0.0011648331,0.0000000000,0.0145743955,0.0049673929,0.0000000000,0.0000000000,0.0005145827,0.0012472800,0.0005393620,0.0000000000,0.0031371019,0.0061281878,0.0138262464,0.0051347064,0.0173992626,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0167092346,0.0202654209,0.0000000000,0.0000000000,0.0114035513,0.0160310306,0.0020698940,0.0002756309,0.0028137297,0.0008573513,0.0001154743,0.0000282131,0.0035629040,0.0064943898,0.0007824615,0.0005681895,0.0000000000,0.0000000000,0.0432373248,0.0410924889,0.0410881415,0.0000000000,0.0054217824,0.0060288198,0.0167804994,0.0139086396,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0027931705,0.0075871423,-0.0005822293,-0.0012181848,0.0075905770,0.0003597317
14:58:02:56.662,61,0.0000000000,0.0143967280,0.0000000000,0.0000000000,0.0000000000,0.0004262130,0.0002925878,0.0000000000,0.0143834502,0.0043828199,0.0000000000,0.0000000000,0.0004348562,0.0003707353,0.0005480077,0.0000000000,0.0031855670,0.0061514177,0.0138383331,0.0051720715,0.0177871417,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0171390679,0.0206419677,0.0000000000,0.0000000000,0.0112640904,0.0159726888,0.0021097648,0.0002987170,0.0028719599,0.0008638722,0.0001465060,0.0000583854,0.0030474963,0.0060453094,0.0006794939,0.0004790664,0.0000000000,0.0000000000,0.0433317721,0.0408723392,0.0408675969,0.0000000000,0.0053955084,0.0059785796,0.0166783743,0.0138347242,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0024614930,0.0074864626,-0.0005449723,-0.0008378252,0.0074898824,0.0003911667
14:58:02:57.663,61,0.0000000000,0.0142462198,0.0000000000,0.0000000000,0.0000000000,0.0003867800,0.0000000000,0.0000000000,0.0142360749,0.0041652443,0.0000000000,0.0000000000,0.0003945683,0.0000000000,0.0005597310,0.0000000000,0.0032272160,0.0061748773,0.0138637908,0.0052698078,0.0181775335,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0176044237,0.0210505873,0.0000000000,0.0000000000,0.0112151233,0.0159815606,0.0021407998,0.0003145311,0.0029175233,0.0008699009,0.0001724295,0.0000811712,0.0026753852,0.0057141334,0.0006090903,0.0004216468,0.0000000000,0.0000000000,0.0435905494,0.0409269333,0.0409218669,0.0000000000,0.0053931228,0.0059576430,0.0166889653,0.0138749583,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0023382083,0.0074093416,-0.0005294513,-0.0006513670,0.0074126795,0.0004048017
14:58:02:58.665,61,0.0000000000,0.0144533860,0.0000000000,0.0000000000,0.0000000000,0.0003228579,0.0000000000,0.0000000000,0.0144441426,0.0041726343,0.0000000000,0.0000000000,0.0003300518,0.0000000000,0.0005692316,0.0000000000,0.0032670812,0.0062000081,0.0138807734,0.0053504556,0.0186680481,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0179904196,0.0214347187,0.0000000000,0.0000000000,0.0110484893,0.0158563741,0.0021620069,0.0003256961,0.0029942875,0.0008987000,0.0001989779,0.0001075405,0.0022811985,0.0053500202,0.0005559178,0.0003709667,0.0000000000,0.0000000000,0.0436914973,0.0408394709,0.0408339351,0.0000000000,0.0053730872,0.0059271725,0.0166985318,0.0138969701,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0023419559,0.0075175092,-0.0005344250,-0.0006017759,0.0075208172,0.0004164986
14:58:02:59.666,61,0.0000000000,0.0146572944,0.0000000000,0.0000000000,0.0000000000,0.0002215717,0.0000000000,0.0000000000,0.0146510368,0.0039519733,0.0000000000,0.0000000000,0.0002281822,0.0000000000,0.0005753487,0.0000000000,0.0032908700,0.0062250318,0.0138774812,0.0055157887,0.0190850552,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0184754767,0.0218885504,0.0000000000,0.0000000000,0.0110306982,0.0158441104,0.0021614858,0.0003259913,0.0030590200,0.0009363018,0.0002175022,0.0001266332,0.0020599952,0.0051451894,0.0005515247,0.0003751398,0.0000000000,0.0000000000,0.0438592546,0.0406967923,0.0406907871,0.0000017043,0.0053356108,0.0058800150,0.0167054329,0.0139280483,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0022161528,0.0076245591,-0.0005264711,-0.0004642718,0.0076278374,0.0004368578
14:58:03:00.668,61,0.0000000000,0.0146660889,0.0000000000,0.0000000000,0.0000000000,0.0001574848,0.0000000000,0.0000000000,0.0146631822,0.0036900248,0.0000000000,0.0000000000,0.0001638058,0.0000000000,0.0005933917,0.0000000000,0.0033015378,0.0062678065,0.0139003899,0.0056943758,0.0195240360,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0189899430,0.0224022754,0.0000000000,0.0000000000,0.0110445265,0.0158527773,0.0021762992,0.0003297301,0.0031491744,0.0009803151,0.0002363200,0.0001462900,0.0018478441,0.0049311551,0.0005362429,0.0003644779,0.0000000000,0.0000000000,0.0441702604,0.0407811180,0.0407751240,0.0000487474,0.0053027445,0.0058398466,0.0166802816,0.0139111197,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0020673051,0.0076302439,-0.0005119136,-0.0002894215,0.0076334998,0.0004545655
14:58:03:01.670,61,0.0000000000,0.0144564519,0.0000000000,0.0000000000,0.0000000000,0.0001261379,0.0000000000,0.0000000000,0.0144559024,0.0034443554,0.0000000000,0.0000000000,0.0001322070,0.0000000000,0.0006345180,0.0000000000,0.0033092787,0.0064456454,0.0140977697,0.0058824746,0.0198670011,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192590933,0.0226601101,0.0000000000,0.0000000000,0.0114359809,0.0162335280,0.0022230148,0.0003421160,0.0032332686,0.0010059730,0.0002504992,0.0001614717,0.0019362047,0.0050309855,0.0005176624,0.0003496312,0.0000000000,0.0000000000,0.0446057394,0.0413400158,0.0413341708,0.0000736616,0.0053498033,0.0058827717,0.0168042928,0.0140237818,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0019281879,0.0075219125,-0.0004935176,-0.0001590922,0.0075251684,0.0004606526
14:58:03:02.672,61,0.0000000000,0.0146226753,0.0000000000,0.0000000000,0.0000000000,0.0000831358,0.0000000000,0.0000000000,0.0146218734,0.0034774397,0.0000000000,0.0000000000,0.0000890421,0.0000000000,0.0006799747,0.0000000000,0.0033093872,0.0066298652,0.0142977657,0.0060658175,0.0200936738,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193541609,0.0227528997,0.0000000000,0.0000000000,0.0118321246,0.0165798571,0.0022626952,0.0003604424,0.0032833812,0.0010125564,0.0002594736,0.0001715310,0.0022138231,0.0053123832,0.0005093037,0.0003393534,0.0000000000,0.0000000000,0.0451542661,0.0421149731,0.0421097986,0.0000898930,0.0054062358,0.0059351814,0.0169239454,0.0141185587,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0019466244,0.0076082721,-0.0004989882,-0.0001845807,0.0076115504,0.0004635821
14:58:03:03.673,61,0.0000000000,0.0143508455,0.0000000000,0.0000000000,0.0000000000,0.0001316275,0.0000000000,0.0000000000,0.0143492045,0.0035011969,0.0000000000,0.0000000000,0.0001378046,0.0000000000,0.0007312501,0.0000000000,0.0033376298,0.0068058120,0.0144871939,0.0064040967,0.0201686360,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0196335763,0.0230721608,0.0000000000,0.0000000000,0.0124272108,0.0171171129,0.0022748252,0.0003776602,0.0032782455,0.0009992645,0.0002599621,0.0001731893,0.0026142588,0.0056808437,0.0005086840,0.0003304587,0.0000000000,0.0000000000,0.0457766652,0.0431494787,0.0431441776,0.0000978824,0.0054909969,0.0060196933,0.0169881564,0.0141459368,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0019607134,0.0074665770,-0.0004944159,-0.0002114922,0.0074698627,0.0004519667
14:58:03:04.675,61,0.0000000000,0.0138743883,0.0000000000,0.0000000000,0.0000000000,0.0002147633,0.0000000000,0.0000000000,0.0138701862,0.0036354477,0.0000000000,0.0000000000,0.0002214799,0.0000000000,0.0007874910,0.0000000000,0.0033603532,0.0069832001,0.0146676917,0.0068707122,0.0202236194,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0200053267,0.0234779622,0.0000000000,0.0000000000,0.0130883269,0.0177062489,0.0022624892,0.0003898594,0.0032723378,0.0009894851,0.0002547213,0.0001722882,0.0030889804,0.0061171371,0.0005155756,0.0003322494,0.0000000000,0.0000000000,0.0466328226,0.0447961092,0.0447934419,0.0001005918,0.0055645714,0.0060918410,0.0169641525,0.0140907038,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0020380132,0.0072178841,-0.0004915851,-0.0003147349,0.0072211772,0.0004260605
14:58:03:05.676,61,0.0000000000,0.0132239647,0.0000000000,0.0000000000,0.0000000000,0.0002934809,0.0011773634,0.0000000000,0.0132182734,0.0036527552,0.0000000000,0.0000000000,0.0003006377,0.0012637090,0.0008400001,0.0000000000,0.0033856933,0.0071618170,0.0148434462,0.0073848134,0.0201912671,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0204373952,0.0239215083,0.0000000000,0.0000000000,0.0138005130,0.0183333270,0.0022387346,0.0003958838,0.0032550739,0.0009794087,0.0002444974,0.0001638758,0.0036174504,0.0066062440,0.0005445624,0.0003561984,0.0000000000,0.0000000000,0.0473373458,0.0459881984,0.0459863730,0.0000915175,0.0056182314,0.0061419266,0.0168922450,0.0139893387,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0020492487,0.0068790391,-0.0004783832,-0.0003554001,0.0068823174,0.0004006973
14:58:03:06.678,61,0.0000000000,0.0127902552,0.0000000000,0.0000000000,0.0000000000,0.0002955911,0.0026224838,0.0000000000,0.0127811413,0.0038602222,0.0000000000,0.0000000000,0.0003029542,0.0027143864,0.0008786837,0.0000000000,0.0034008380,0.0073032873,0.0148826279,0.0079348423,0.0201346204,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0207710490,0.0242931899,0.0000000000,0.0000000000,0.0143311452,0.0187799428,0.0021816078,0.0003867034,0.0032347636,0.0009927553,0.0002298486,0.0001537048,0.0041523837,0.0070907883,0.0006286475,0.0004343971,0.0000000000,0.0000000000,0.0478758216,0.0468327813,0.0468322523,0.0000775528,0.0056249206,0.0061481497,0.0167651977,0.0138428165,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0021680593,0.0066523030,-0.0004805014,-0.0005096048,0.0066555813,0.0003712648
14:58:03:07.680,61,0.0000000000,0.0121303536,0.0000000000,0.0000000000,0.0000000000,0.0003169396,0.0042862738,0.0000000000,0.0121195195,0.0038466295,0.0000000000,0.0000000000,0.0003245531,0.0043847943,0.0009092381,0.0000000000,0.0034074930,0.0074286531,0.0149611952,0.0083353352,0.0200906228,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212934241,0.0248380620,0.0000000000,0.0000000000,0.0149089647,0.0193016212,0.0021518837,0.0003781078,0.0032210841,0.0010018275,0.0002112258,0.0001399182,0.0044342070,0.0073519573,0.0006532843,0.0004549137,0.0000000000,0.0000000000,0.0486251712,0.0476541966,0.0476543456,0.0000583878,0.0056027975,0.0061240080,0.0165536050,0.0136069367,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0021617487,0.0063083395,-0.0004653125,-0.0005724803,0.0063116550,0.0003435011
14:58:03:08.681,61,0.0000000000,0.0119629558,0.0000000000,0.0000000000,0.0000000000,0.0002767565,0.0054235933,0.0000000000,0.0119536016,0.0036536399,0.0000000000,0.0000000000,0.0002845621,0.0055256020,0.0009326809,0.0000000000,0.0033956778,0.0074939942,0.0149612790,0.0086827762,0.0199514423,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0217103530,0.0252481420,0.0000000000,0.0000000000,0.0154326819,0.0197569858,0.0021151279,0.0003711692,0.0031798126,0.0009969788,0.0001953142,0.0001287969,0.0046995804,0.0075937598,0.0006859149,0.0004884352,0.0000000000,0.0000000000,0.0492427349,0.0480899103,0.0480910167,0.0000345699,0.0055791428,0.0061082346,0.0163753703,0.0134215085,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0020524561,0.0062216371,-0.0004509301,-0.0004998632,0.0062249601,0.0003451626
14:58:03:09.682,61,0.0000000000,0.0114963809,0.0000000000,0.0000000000,0.0000000000,0.0002219262,0.0059943222,0.0000000000,0.0114892870,0.0033158364,0.0000000000,0.0000000000,0.0002293693,0.0060970318,0.0009418239,0.0000000000,0.0034023717,0.0074644978,0.0148612559,0.0089426562,0.0196478125,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0218997095,0.0254403315,0.0000000000,0.0000000000,0.0158706363,0.0201684833,0.0020710879,0.0003603890,0.0031414586,0.0010029488,0.0001868662,0.0001217266,0.0048737908,0.0077451505,0.0007361808,0.0005355182,0.0000000000,0.0000000000,0.0491332784,0.0479651131,0.0479673631,0.0000027948,0.0055302302,0.0060481331,0.0162157230,0.0132672479,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0018615089,0.0059794858,-0.0004220344,-0.0003730990,0.0059828386,0.0003423179
14:58:03:10.684,61,0.0000000000,0.0110956952,0.0000000000,0.0000000000,0.0000000000,0.0001572705,0.0064709201,0.0000000000,0.0110910274,0.0030030415,0.0000000000,0.0000000000,0.0001640943,0.0065742964,0.0009463361,0.0000000000,0.0034184870,0.0073902202,0.0147490269,0.0090849837,0.0193348452,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0220541079,0.0255732294,0.0000000000,0.0000000000,0.0162156709,0.0205379911,0.0020486128,0.0003579625,0.0030967148,0.0009965296,0.0001839581,0.0001160987,0.0048843222,0.0077668671,0.0007480540,0.0005495067,0.0000000000,0.0000000000,0.0491411909,0.0478118211,0.0478150435,0.0000000000,0.0054845251,0.0059887907,0.0160367470,0.0130973859,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0016846173,0.0057717413,-0.0003960440,-0.0002297983,0.0057751015,0.0003431900
14:58:03:11.686,61,0.0000000000,0.0105977776,0.0000000000,0.0000000000,0.0000000000,0.0001338778,0.0066711195,0.0000000000,0.0105954995,0.0027095552,0.0000000000,0.0000000000,0.0001402613,0.0067744539,0.0009484019,0.0000000000,0.0034037535,0.0073201121,0.0146503877,0.0092131915,0.0190969948,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0221620612,0.0256503001,0.0000000000,0.0000000000,0.0163949598,0.0207169820,0.0020149958,0.0003640612,0.0030231415,0.0009694378,0.0001830568,0.0001145389,0.0048468872,0.0077366713,0.0007410329,0.0005458470,0.0000000000,0.0000000000,0.0488875024,0.0473794118,0.0473833270,0.0000000000,0.0054400694,0.0059297252,0.0158471651,0.0129264435,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0015188940,0.0055134669,-0.0003691078,-0.0000774637,0.0055168197,0.0003416832
14:58:03:12.688,61,0.0000000000,0.0102537675,0.0002854464,0.0000000000,0.0000000000,0.0001120758,0.0068600727,0.0000000000,0.0102550574,0.0023176209,0.0000000000,0.0000000000,0.0001182831,0.0069651413,0.0009465408,0.0000000000,0.0033760248,0.0072404854,0.0145448111,0.0093028536,0.0189378168,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0223028604,0.0257776771,0.0000000000,0.0000000000,0.0164837968,0.0207748320,0.0019858198,0.0003746299,0.0029529678,0.0009379389,0.0001831761,0.0001173841,0.0047756382,0.0076496084,0.0007225896,0.0005313099,0.0000000000,0.0000000000,0.0485616103,0.0468870029,0.0468914770,0.0000000000,0.0053823395,0.0058641350,0.0156715959,0.0127714928,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0012969114,0.0053356141,-0.0003401344,0.0001240745,0.0053389594,0.0003499668
